salary,attrition,age,department,number_of_working_hours,gender,marital_status,job_satisfaction,environment_satisfaction,education,job_role,years_since_last_promotion,relationship_satisfaction,education_field,work_shift,years_of_experience,attendance,employment_status,distance_from_home,specializations,supervisor_name,employee_name,work_location,over_time,training_since_last_year
550000,No,48,Emergency Medicine,40,Male,Single,Very High,High,Bachelor,Doctor,2,Medium,Medicine,Rotating,11,84,Full-time,23.0,Otolaryngology,Joe,Linda Davies,Philadelphia,No,5
360000,No,38,Cardiology,40,Male,Single,High,Medium,Bachelor,Doctor,4,Low,Medicine,Day,4,85,Full-time,20.0,Sports medicine,Brenda Mathews,Chris Gallagher,Los Angeles,No,3
240000,No,29,Neurology,40,Male,Married,High,Low,Bachelor,Doctor,3,Very High,Medicine,Night,3,77,Part-time,1.0,Dermatology,Nancy Tuttle,Dennis Riddle,Pheonix,No,3
960000,No,42,Oncology,40,Male,Divorced,High,Medium,Bachelor,Doctor,9,Very High,Medicine,Night,13,81,Full-time,1.0,Obstetrics and gynaecology,Cathy Gershman,Gregory Mccarver,Washington,Yes,2
480000,No,39,Radiology,40,Male,Married,Very High,Very High,Bachelor,Doctor,11,High,Medicine,Rotating,11,83,Full-time,18.0,Family medicine,Carlos Cooper,Sharon Lukas,Seattle,No,5
770000,No,36,Orthopedics,40,Male,Married,Low,Very High,Bachelor,Doctor,1,Very High,Medicine,Rotating,2,85,Full-time,7.0,Gastroenterology,Dr. M.D.,Dr. M.D.,San Diego,Yes,2
890000,Yes,28,Internal Medicine,40,Male,Single,Low,Low,Bachelor,Doctor,6,Medium,Medicine,Night,5,85,Contract,4.0,Cardiologist,Maria Guerra,Omar Mendoza,New York,No,1
523000,No,56,Surgery,40,Male,Married,Very High,Very High,Bachelor,Doctor,5,Low,Medicine,Night,11,82,Full-time,9.0,Emergency medicine,Mr. P. Cruz,Mr. B. Vaz,Chicago,No,3
210000,No,33,Pediatrics,40,Male,Married,Very High,Low,Bachelor,Doctor,2,Low,Medicine,Day,1,98,Full-time,10.0,General surgery,Dr. Carlos,Dr. Constantin,Philadelphia,No,2
590000,No,35,Obstetrics and Gynecology,40,Male,Married,High,Medium,Bachelor,Doctor,2,Low,Medicine,Night,11,89,Full-time,3.0,Immunology,Dr. Abby Mcgregor,Dr. William Wharton,Los Angeles,No,3
630000,No,49,Emergency Medicine,40,Female,Divorced,Low,Very High,Master,Doctor,10,High,Medicine,Night,23,86,Full-time,8.0,Internal medicine,Arthur Harris,Eugene Moore,Seattle,No,2
896300,No,30,Cardiology,37,Female,Married,Very High,Medium,Master,Doctor,2,High,Medicine,Night,6,86,Full-time,2.0,Neurology,Donald Spears,Karin Blanc,Houston,No,2
874000,No,32,Neurology,40,Male,Single,Low,Very High,Bachelor,Doctor,2,Medium,Medicine,Night,3,86,Full-time,13.0,Oncologist,Geraldine Hausknecht,Christian Perez,Pheonix,Yes,4
560000,No,29,Oncology,40,Male,Married,Very High,High,Bachelor,Doctor,2,Medium,Medicine,Rotating,4,91,Full-time,4.0,Pediatrics,Dr. Joseph Simpson,Michael Ortiz,Washington,No,3
450000,No,25,Radiology,45,Male,Single,Low,Very High,Bachelor,Doctor,3,Medium,Medicine,Day,5,90,Full-time,5.0,Endocrinologist,Jennifer Seibert,Joseph Jones,San Diego,Yes,3
750000,No,37,Orthopedics,40,Male,Single,Low,Low,Bachelor,Doctor,3,Very High,Medicine,Day,13,85,Part-time,1.0,Geriatrics,Anne Nguyen,Travis Marvin,New York,Yes,2
550000,No,29,Internal Medicine,40,Male,Single,Low,High,Bachelor,Doctor,9,High,Medicine,Rotating,6,84,Full-time,8.0,Hospice and palliative medicine,Michael,Sherry Powers,Chicago,No,3
360000,Yes,36,Surgery,40,Female,Single,Very High,Low,Bachelor,Doctor,4,Medium,Medicine,Night,4,86,Full-time,11.0,Ophthalmology,Lexi,Georgina Miller,Seattle,No,1
240000,Yes,51,Pediatrics,38,Male,Married,High,Very High,Master,Doctor,17,High,Medicine,Night,10,90,Full-time,23.0,Anesthesiology,Maurice Somers,Michaela Auer,San Diego,No,2
960000,No,40,Obstetrics and Gynecology,40,Male,Divorced,Medium,High,Bachelor,Doctor,3,Very High,Medicine,Day,3,94,Full-time,13.0,Psychiatry,Dr. John Merrick,Dr. David Gates,Los Angeles,No,2
480000,No,44,Emergency Medicine,56,Male,Married,Low,High,Bachelor,Doctor,5,Medium,Medicine,Night,15,89,Full-time,2.0,Radiology,Jonathan Cotta,Ryan Smyth,Washington,No,1
770000,No,40,Cardiology,40,Male,Married,Very High,Medium,Bachelor,Doctor,11,Medium,Medicine,Rotating,9,92,Contract,9.0,Hematology,Dr. Cynthia Davenport,Elise Frutiger,Chicago,No,4
890000,Yes,37,Neurology,40,Male,Married,Low,High,Bachelor,Doctor,0,High,Medicine,Day,8,92,Full-time,12.0,Infectious disease physician,Robert Anderson,Mohamed Siddiqui,Philadelphia,Yes,2
523000,Yes,34,Oncology,40,Male,Married,Medium,High,Bachelor,Doctor,5,High,Medicine,Day,1,93,Full-time,19.0,Medical genetics,Judy Cummings,Anton Blair,Pheonix,No,4
210000,Yes,24,Radiology,40,Male,Single,High,Very High,Bachelor,Doctor,5,Medium,Medicine,Day,1,100,Full-time,3.0,Otolaryngology,Mr P. Brown,Robert D. Doyle,New York,No,3
590000,No,53,Orthopedics,40,Female,Single,High,High,Master,Doctor,9,Very High,Medicine,Night,11,84,Full-time,7.0,Sports medicine,Nancy R.,Kathleen R.,Houston,No,3
630000,No,34,Internal Medicine,50,Male,Married,Low,Medium,Bachelor,Doctor,1,Very High,Medicine,Night,6,87,Part-time,4.0,Dermatology,Michael,Kathryn White,New York,Yes,1
896300,Yes,40,Surgery,40,Male,Single,High,High,Master,Doctor,3,Very High,Medicine,Day,11,90,Full-time,4.0,Obstetrics and gynaecology,Jacob Than,Kimberly Gutierrez,Chicago,No,3
874000,No,38,Pediatrics,40,Male,Married,Low,Low,Bachelor,Doctor,3,High,Medicine,Day,10,84,Full-time,15.0,Family medicine,Matthew Smith,Kevin Elliott,Seattle,No,3
560000,No,37,Obstetrics and Gynecology,37,Male,Married,Very High,High,Bachelor,Doctor,9,High,Medicine,Night,19,83,Full-time,1.0,Gastroenterology,James Herman,Amber Timmons,Pheonix,Yes,3
450000,Yes,30,Emergency Medicine,40,Male,Divorced,Medium,High,Master,Doctor,3,Low,Medicine,Rotating,11,98,Full-time,15.0,Cardiologist,P. Hodges,L. Perez,Philadelphia,No,2
750000,No,45,Cardiology,40,Female,Married,High,High,Bachelor,Doctor,5,High,Medicine,Rotating,13,89,Full-time,1.0,Emergency medicine,Faye Blanchard,Melanie Miller,San Diego,No,3
550000,No,28,Neurology,40,Male,Single,Medium,Very High,Bachelor,Doctor,3,Very High,Medicine,Day,9,97,Full-time,12.0,General surgery,Laura Roche,Roger Snyder,Houston,Yes,2
360000,No,39,Oncology,37,Male,Married,High,Very High,Bachelor,Doctor,9,High,Medicine,Rotating,1,96,Contract,6.0,Immunology,Ms. Colette Johnston,Steven Stanley,Chicago,No,0
240000,No,44,Radiology,40,Male,Divorced,Very High,Very High,Bachelor,Doctor,1,Very High,Medicine,Day,10,92,Full-time,11.0,Internal medicine,Michael Batson,Kenneth Watts,San Diego,Yes,4
960000,No,36,Orthopedics,42,Male,Married,High,High,Bachelor,Doctor,2,Very High,Medicine,Day,12,89,Full-time,9.0,Neurology,Jennifer Drego,Todd Ferry,Los Angeles,No,3
480000,Yes,44,Internal Medicine,40,Male,Married,Medium,High,Bachelor,Doctor,1,Medium,Medicine,Rotating,23,86,Part-time,1.0,Oncologist,Mr. Richard Read,Mr. Marlin Burris,Philadelphia,No,2
770000,No,30,Surgery,40,Male,Married,High,High,Master,Doctor,1,High,Medicine,Day,5,85,Full-time,4.0,Pediatrics,Dr. Martin Lane,Mr. Gary Sargent,Houston,No,3
890000,Yes,31,Pediatrics,56,Male,Married,High,Low,Master,Doctor,1,Very High,Medicine,Night,6,94,Contract,4.0,Endocrinologist,Priya Kapoor,David Lee,Phoenix,No,6
523000,Yes,56,Obstetrics and Gynecology,40,Male,Divorced,Very High,High,Master,Doctor,15,Medium,Medicine,Day,20,91,Full-time,9.0,Geriatrics,Mr. Joel Emerson,Ms. Julie Levering,New York,Yes,4
210000,No,44,Emergency Medicine,40,Male,Married,High,Medium,Bachelor,Doctor,1,Very High,Medicine,Day,4,85,Full-time,2.0,Hospice and palliative medicine,Dr. Rita Miller,Thomas Rojas,Los Angeles,No,3
590000,Yes,32,Cardiology,45,Male,Married,Medium,Medium,Bachelor,Doctor,0,Very High,Medicine,Rotating,1,90,Full-time,5.0,Ophthalmology,Mr. John King,Mr. Robert Hess,Chicago,No,3
630000,Yes,34,Neurology,40,Male,Married,Low,Low,Bachelor,Doctor,6,High,Medicine,Day,16,89,Full-time,9.0,Anesthesiology,Dr. Black,Dr. Dennis,Houston,No,3
896300,Yes,25,Oncology,40,Male,Married,Very High,High,Bachelor,Doctor,7,High,Medicine,Night,2,92,Full-time,12.0,Psychiatry,Robert,William Hardy,Phoenix,No,3
874000,Yes,36,Radiology,40,Male,Married,Very High,High,Bachelor,Doctor,6,Low,Medicine,Rotating,2,87,Full-time,5.0,Radiology,Matthew Brown,Ronald Reese,San Diego,No,3
560000,No,46,Orthopedics,40,Male,Married,Very High,High,Bachelor,Doctor,5,High,Medicine,Day,17,85,Full-time,18.0,Hematology,HR Manager,Juan Martinez,New York,No,3
450000,No,37,Internal Medicine,40,Male,Married,Low,Medium,Bachelor,Doctor,5,High,Medicine,Day,9,87,Full-time,22.0,Infectious disease physician,Nelly F.,Bernard U.,Philadelphia,No,3
750000,Yes,40,Surgery,40,Female,Married,Very High,High,Master,Doctor,2,Medium,Medicine,Rotating,13,91,Full-time,8.0,Medical genetics,Marcia,Wilma Reese,San Diego,Yes,3
550000,No,38,Pediatrics,40,Male,Married,High,High,Bachelor,Doctor,7,Medium,Medicine,Night,10,87,Full-time,22.0,Otolaryngology,Eric Heller,John James,Philadelphia,No,3
360000,No,47,Obstetrics and Gynecology,40,Male,Married,Medium,Medium,Master,Doctor,2,Low,Medicine,Day,10,85,Full-time,2.0,Sports medicine,Michael Smith,Teresa Brown,Chicago,Yes,2
240000,No,41,Emergency Medicine,40,Male,Married,Very High,High,Master,Doctor,1,High,Medicine,Day,5,95,Full-time,2.0,Dermatology,Dr. Arianne Goodwin,Mr. Andrew Gomez,Pheonix,No,1
960000,Yes,35,Cardiology,40,Male,Married,High,High,Bachelor,Doctor,1,Low,Medicine,Day,7,93,Full-time,7.0,Obstetrics and gynaecology,Amy,Nathaniel Hess,New York,Yes,2
480000,No,42,Neurology,40,Male,Married,Very High,Very High,Master,Doctor,13,High,Medicine,Night,19,93,Full-time,2.0,Family medicine,Dr. Carlos C.,Mr. Kendall Ramsey,Houston,No,6
770000,No,28,Oncology,37,Male,Married,High,Low,Bachelor,Doctor,2,High,Medicine,Day,2,90,Full-time,8.0,Gastroenterology,Mr. Kai,Ronald Mccabe,Los Angeles,No,2
890000,No,34,Radiology,40,Male,Single,Medium,Very High,Master,Doctor,1,Very High,Medicine,Night,5,95,Part-time,18.0,Cardiologist,Dr. Vidya Singh,Dr. Siddharth Kadam,Chicago,No,2
523000,Yes,38,Orthopedics,40,Male,Single,Low,Low,PhD,Doctor,1,High,Medicine,Day,10,90,Contract,9.0,Emergency medicine,Mona O\'Farrell,Nigel Lyles,Philadelphia,No,3
210000,No,33,Internal Medicine,40,Male,Single,Low,Low,Bachelor,Doctor,3,Low,Medicine,Day,14,83,Full-time,22.0,General surgery,Dr. Cindy Malone,Robert Smith,Houston,No,5
590000,No,40,Surgery,40,Male,Married,Low,High,PhD,Doctor,1,Very High,Medicine,Rotating,14,83,Full-time,3.0,Immunology,Kate Riddick,Frederick Blair,San Diego,No,3
630000,Yes,51,Pediatrics,40,Male,Divorced,Very High,Medium,PhD,Doctor,9,Very High,Medicine,Day,19,87,Full-time,11.0,Internal medicine,Valerie Bare,Earl Jordan,Pheonix,Yes,1
896300,No,37,Obstetrics and Gynecology,40,Female,Married,Very High,Medium,Bachelor,Doctor,5,High,Medicine,Night,10,100,Full-time,1.0,Neurology,Carol D'Silva,Ana Nunes,New York,No,3
874000,Yes,27,Emergency Medicine,40,Female,Single,Very High,Medium,Master,Doctor,4,Medium,Medicine,Day,4,89,Contract,1.0,Oncologist,Dr. Tammie Meredith,Cheryl Lynn,Los Angeles,No,3
560000,No,31,Cardiology,40,Male,Single,Very High,Low,Bachelor,Doctor,2,Very High,Medicine,Day,8,80,Full-time,3.0,Pediatrics,Michael Barnes,Douglas Mckee,Washington,Yes,3
450000,No,37,Neurology,40,Female,Married,Low,Very High,Bachelor,Doctor,1,High,Medicine,Day,9,87,Full-time,11.0,Endocrinologist,Dr. Alix Smith,Renee Stephens,Seattle,Yes,2
750000,Yes,38,Oncology,40,Male,Single,High,High,Bachelor,Doctor,7,High,Medicine,Rotating,2,88,Part-time,2.0,Geriatrics,Kathleen Mccormick,Maryam Qureshi,Philadelphia,No,3
550000,Yes,30,Radiology,40,Male,Married,Very High,High,Master,Doctor,6,High,Medicine,Night,4,90,Full-time,1.0,Hospice and palliative medicine,Luna Kuhn,James Gutknecht,Los Angeles,No,3
360000,No,34,Orthopedics,42,Female,Single,High,Very High,Master,Doctor,1,Very High,Medicine,Night,9,94,Contract,10.0,Ophthalmology,Joseph Dickson,Maria Simpson,Pheonix,No,2
240000,Yes,54,Internal Medicine,40,Female,Single,Very High,Medium,Master,Doctor,13,Very High,Medicine,Rotating,14,91,Part-time,2.0,Anesthesiology,Dr. Maria Garza,Dr. Elena Bennett,Washington,No,6
960000,No,23,Surgery,40,Male,Single,Very High,Very High,Master,Doctor,1,Low,Medicine,Night,8,86,Full-time,10.0,Psychiatry,Ms. Maria Perales,Mr. Elias Jensen,Seattle,No,2
480000,No,47,Pediatrics,40,Female,Married,Very High,Low,Bachelor,Doctor,9,High,Medicine,Night,10,87,Full-time,13.0,Radiology,Darcie Montgomery,Cathleen Smith,San Diego,Yes,2
770000,No,42,Obstetrics and Gynecology,40,Male,Single,Very High,Medium,Bachelor,Doctor,1,Very High,Medicine,Night,12,95,Full-time,11.0,Hematology,Mr. James Krueger,Kristin Rothfus,New York,Yes,2
890000,No,28,Emergency Medicine,40,Female,Single,Low,Low,Master,Doctor,4,High,Medicine,Night,16,99,Full-time,5.0,Infectious disease physician,Mr. James Cunningham,Sandra McKenna,Chicago,No,3
523000,No,33,Cardiology,40,Male,Single,Low,High,Bachelor,Doctor,7,Very High,Medicine,Day,12,87,Full-time,12.0,Medical genetics,Debra Massey,Kimberly Sutton,Philadelphia,Yes,3
210000,Yes,34,Neurology,40,Female,Married,High,Very High,Bachelor,Doctor,4,Medium,Medicine,Day,10,87,Full-time,1.0,Otolaryngology,Dr. Anushka Kaur,Dr. Tejal Jain,Los Angeles,Yes,2
590000,No,28,Oncology,40,Male,Single,Medium,Very High,Bachelor,Doctor,1,Low,Medicine,Rotating,1,87,Full-time,11.0,Sports medicine,Dr. Thompson,Nelson Roberts,Seattle,Yes,3
630000,No,40,Radiology,40,Male,Married,Very High,Very High,Bachelor,Doctor,8,Medium,Medicine,Rotating,10,88,Full-time,15.0,Dermatology,Alyssa,Steven Hess,Houston,No,2
896300,No,31,Orthopedics,42,Male,Single,Low,High,Bachelor,Doctor,0,Low,Medicine,Night,5,81,Full-time,11.0,Obstetrics and gynaecology,Dr. Fatima A. Jawaid,Dr. Daniel J. Oakes,Pheonix,No,1
874000,No,35,Internal Medicine,40,Male,Divorced,Low,High,Bachelor,Doctor,5,Medium,Medicine,Rotating,10,90,Full-time,16.0,Family medicine,Dr. Frank Witten,Dr. Thomas Hess,Washington,No,2
560000,No,25,Surgery,40,Male,Married,Very High,Low,Bachelor,Doctor,4,Very High,Medicine,Night,3,90,Full-time,4.0,Gastroenterology,Mr. Kieran Blair,Marvin Watt,San Diego,No,2
450000,No,44,Pediatrics,40,Male,Married,Medium,Medium,PhD,Doctor,7,Very High,Medicine,Night,27,92,Full-time,3.0,Cardiologist,Dr. Peter McDaniel,Dr. Martin Hamilton,New York,No,3
750000,Yes,31,Obstetrics and Gynecology,40,Male,Married,Medium,Medium,Bachelor,Doctor,3,Very High,Medicine,Night,3,94,Full-time,11.0,Emergency medicine,Benjamin Thibodeau,Owen Plante,Chicago,No,3
550000,No,30,Emergency Medicine,40,Male,Single,Very High,High,Bachelor,Doctor,5,Medium,Medicine,Day,4,87,Full-time,8.0,General surgery,Mimi Hegde,James Stewart,Seattle,Yes,1
360000,Yes,32,Cardiology,40,Female,Married,Very High,Very High,Bachelor,Doctor,5,Medium,Medicine,Night,9,91,Contract,18.0,Immunology,Ruben,Patricia Ellis,San Diego,Yes,2
240000,No,34,Neurology,40,Male,Married,High,Medium,Bachelor,Doctor,2,High,Medicine,Night,2,89,Full-time,8.0,Internal medicine,Robert,Jeffrey Vinson,Los Angeles,Yes,3
960000,No,38,Oncology,40,Female,Married,Very High,Low,Master,Doctor,2,High,Medicine,Night,14,90,Contract,3.0,Neurology,Michael Bard,Candace Rivera,Washington,No,3
480000,No,34,Radiology,37,Male,Married,Medium,Very High,Bachelor,Doctor,4,Low,Medicine,Night,6,89,Full-time,1.0,Oncologist,Dr. Lawrence Siler,Dr. Javier Cantu,Chicago,No,2
770000,No,27,Orthopedics,37,Male,Married,Very High,High,Master,Doctor,1,Medium,Medicine,Day,1,88,Full-time,3.0,Pediatrics,Mr. Kevin Loper,Daina Woytack,Philadelphia,No,3
890000,No,35,Internal Medicine,40,Male,Married,Very High,Very High,Bachelor,Doctor,1,High,Medicine,Day,5,97,Full-time,6.0,Endocrinologist,Dr. Jacqueline Hess,Michael Hartfield,Pheonix,No,0
523000,No,42,Surgery,40,Male,Married,Very High,Very High,PhD,Doctor,2,Medium,Medicine,Night,4,92,Full-time,24.0,Geriatrics,Michael,Darrin Mcdaniel,New York,No,2
210000,Yes,46,Pediatrics,40,Male,Married,Very High,High,Bachelor,Doctor,7,Low,Medicine,Night,15,87,Part-time,4.0,Hospice and palliative medicine,James Pace,Jackson Marvin,Houston,Yes,2
590000,No,45,Obstetrics and Gynecology,40,Female,Married,Medium,Low,Bachelor,Doctor,1,Very High,Medicine,Night,12,84,Part-time,1.0,Ophthalmology,Mike Evans,Mary Aguilar,New York,Yes,2
630000,Yes,50,Emergency Medicine,40,Male,Single,Low,Low,Bachelor,Doctor,14,Very High,Medicine,Rotating,2,50,Full-time,3.0,Anesthesiology,Ryan Cockrell,Andrew Watts,Chicago,No,3
896300,Yes,35,Cardiology,37,Male,Married,Very High,Very High,Bachelor,Doctor,1,High,Medicine,Day,14,92,Full-time,1.0,Psychiatry,Ocie Humphrey,Bradley Moser,Seattle,No,2
874000,No,57,Neurology,48,Male,Married,Medium,Very High,Bachelor,Doctor,1,High,Medicine,Night,5,87,Full-time,7.0,Radiology,Robert,Brian Richardson,Pheonix,Yes,4
560000,No,42,Oncology,40,Male,Single,Very High,Low,Bachelor,Doctor,1,High,Medicine,Night,1,98,Full-time,9.0,Hematology,Mr. John,Mr. Ronald,Philadelphia,Yes,2
450000,No,31,Radiology,40,Male,Married,Very High,Low,Bachelor,Doctor,5,High,Medicine,Day,1,70,Full-time,5.0,Infectious disease physician,Robert Brown,Mildred Sellers,San Diego,No,5
750000,No,51,Orthopedics,40,Female,Divorced,Low,Medium,Bachelor,Doctor,13,Very High,Medicine,Day,28,86,Full-time,13.0,Medical genetics,Gerri Wright,Everardo Ambrose,Houston,Yes,0
550000,Yes,59,Internal Medicine,45,Male,Single,Very High,Low,PhD,Doctor,38,Medium,Medicine,Rotating,3,84,Full-time,13.0,Otolaryngology,Mrs. Smith,Mr. Willie,Chicago,No,3
360000,Yes,26,Surgery,40,Male,Single,Very High,Very High,Bachelor,Doctor,5,Very High,Medicine,Night,10,89,Full-time,9.0,Sports medicine,Mr. Martin Tucker,Todd Ferrell,San Diego,Yes,3
240000,Yes,33,Pediatrics,45,Male,Single,Medium,Low,Bachelor,Doctor,3,High,Medicine,Night,15,90,Full-time,2.0,Dermatology,Dr. Roberts,Robert Walsh,Los Angeles,No,2
960000,Yes,36,Obstetrics and Gynecology,40,Male,Married,High,High,Bachelor,Doctor,4,Very High,Medicine,Day,3,91,Full-time,23.0,Obstetrics and gynaecology,Jessica Gore,Jim Gore,Philadelphia,No,3
480000,No,28,Emergency Medicine,43,Male,Married,Very High,Very High,Bachelor,Doctor,1,Low,Medicine,Rotating,1,90,Full-time,20.0,Family medicine,"Gibson, Matt",Roberto Dunn,Houston,No,3
770000,No,28,Cardiology,40,Male,Single,Very High,High,Bachelor,Doctor,3,Low,Medicine,Day,4,86,Full-time,1.0,Gastroenterology,Dr. Vianna Dreyer,Trevor Gwin,Phoenix,Yes,2
890000,Yes,43,Neurology,37,Male,Single,Very High,Very High,Master,Doctor,7,Low,Medicine,Night,15,86,Full-time,1.0,Cardiologist,Kristen Schultz,Matthew Koch,New York,Yes,3
523000,Yes,27,Oncology,44,Female,Married,High,Medium,Master,Doctor,2,Low,Medicine,Night,1,82,Full-time,18.0,Emergency medicine,anne,Pamela Benjamin,Los Angeles,Yes,3
210000,No,42,Radiology,40,Female,Married,Very High,Medium,Bachelor,Doctor,8,High,Medicine,Day,11,83,Full-time,7.0,General surgery,Mr. Jose Williams,Ms. Minerva Frazier,Chicago,Yes,1
590000,No,38,Orthopedics,40,Male,Married,High,High,Master,Doctor,10,Medium,Medicine,Night,10,87,Full-time,4.0,Immunology,William,Carl Klocko,Houston,No,2
630000,Yes,30,Internal Medicine,40,Male,Single,Low,Very High,Bachelor,Doctor,1,Very High,Medicine,Rotating,4,89,Full-time,9.0,Internal medicine,Mary Jones,Jerome Howell,Phoenix,Yes,2
896300,No,41,Surgery,40,Male,Married,High,Medium,Bachelor,Doctor,10,High,Medicine,Day,4,84,Full-time,10.0,Neurology,Ms. Nancy Regan,Mark Anderson,San Diego,No,2
874000,No,41,Pediatrics,40,Male,Single,Medium,Medium,Bachelor,Doctor,4,Medium,Medicine,Rotating,10,92,Full-time,3.0,Oncologist,Stephen A.,Bryson B.,New York,No,3
560000,No,24,Obstetrics and Gynecology,40,Male,Single,High,High,Bachelor,Doctor,1,Low,Medicine,Night,1,96,Full-time,8.0,Pediatrics,Sara Hicks,Zachary Sutherland,Philadelphia,No,6
450000,Yes,35,Emergency Medicine,40,Male,Married,Low,High,Bachelor,Doctor,4,Medium,Medicine,Day,8,88,Full-time,2.0,Endocrinologist,Beth Nelson,Marcus White,San Diego,Yes,1
750000,No,43,Cardiology,37,Male,Divorced,Medium,High,Bachelor,Doctor,4,Very High,Medicine,Night,13,95,Full-time,13.0,Geriatrics,Ms. Patti Gomez,Mr. Kyle Mclaughlin,Philadelphia,Yes,3
550000,Yes,48,Neurology,40,Male,Divorced,High,Medium,PhD,Doctor,5,Medium,Medicine,Day,14,95,Part-time,4.0,Hospice and palliative medicine,Susan Riddle,Robert Mcintyre,Chicago,No,2
360000,No,32,Oncology,40,Male,Married,Very High,Very High,Bachelor,Doctor,11,Very High,Medicine,Day,4,83,Full-time,5.0,Ophthalmology,Katrin,Marcus Fogle,Pheonix,Yes,2
240000,No,53,Radiology,40,Male,Married,Medium,Low,Bachelor,Doctor,7,High,Medicine,Night,13,96,Full-time,1.0,Anesthesiology,Mary,Richard Cifuentes,New York,No,3
960000,No,32,Orthopedics,40,Male,Single,High,Very High,Bachelor,Doctor,6,Low,Medicine,Day,5,91,Full-time,8.0,Psychiatry,Robert Porter,Dennis Glover,Houston,No,2
480000,Yes,34,Internal Medicine,40,Female,Married,High,Very High,Master,Doctor,4,Very High,Medicine,Rotating,18,90,Full-time,11.0,Radiology,Shelly Shissler,Michelle Lee,Los Angeles,No,2
770000,No,30,Surgery,45,Male,Single,Very High,Medium,Bachelor,Doctor,7,High,Medicine,Rotating,4,97,Full-time,23.0,Hematology,Robert Bowman,Michael Garcia,Chicago,No,6
890000,No,37,Pediatrics,40,Female,Married,Low,Very High,Bachelor,Doctor,6,Medium,Medicine,Rotating,2,87,Contract,13.0,Infectious disease physician,Dr. Renee Irwin,Sara Gutierrez,Philadelphia,No,3
523000,Yes,47,Obstetrics and Gynecology,40,Male,Married,Medium,High,Bachelor,Doctor,6,High,Medicine,Night,10,83,Full-time,2.0,Medical genetics,Mary,Luis Gomez,Houston,No,3
